module,type,name,res_id,src,value
account,field,"account.tax,id",0,ID,المعرّف
account,field,"account.tax.chart,id",0,ID,المعرّف
account,field,"account.tax.code,id",0,ID,المعرف
account,field,"account.tax.code.template,id",0,ID,المعرف
account,field,"account.tax.template,id",0,ID,المعرّف
account,field,"account.treasury.report,id",0,ID,المعرف
account,field,"account.unreconcile,id",0,ID,المعرف
account,field,"account.unreconcile.reconcile,id",0,ID,المعرف
account,field,"account.use.model,id",0,ID,المعرّف
account,field,"account.vat.declaration,id",0,ID,المعرّف
account,field,"accounting.report,id",0,ID,المعرّف
account,field,"analytic.entries.report,id",0,ID,المعرف
account,field,"cash.box.in,id",0,ID,المعرف
account,field,"cash.box.out,id",0,ID,المعرّف
account,field,"project.account.analytic.line,id",0,ID,المعرف
account,field,"report.account.receivable,id",0,ID,المعرف
account,field,"report.account.report_agedpartnerbalance,id",0,ID,المعرّف
account,field,"report.account.report_analyticbalance,id",0,ID,المعرّف
account,field,"report.account.report_analyticcostledger,id",0,ID,المعرف
account,field,"report.account.report_analyticcostledgerquantity,id",0,ID,المعرّف
account,field,"report.account.report_analyticjournal,id",0,ID,المعرّف
account,field,"report.account.report_centraljournal,id",0,ID,المعرّف
account,field,"report.account.report_financial,id",0,ID,المعرف
account,field,"report.account.report_generaljournal,id",0,ID,المعرّف
account,field,"report.account.report_generalledger,id",0,ID,المعرف
account,field,"report.account.report_invertedanalyticbalance,id",0,ID,المعرّف
account,field,"report.account.report_journal,id",0,ID,المعرف
account,field,"report.account.report_overdue,id",0,ID,المعرّف
account,field,"report.account.report_partnerbalance,id",0,ID,المعرف
account,field,"report.account.report_partnerledger,id",0,ID,المعرّف
account,field,"report.account.report_partnerledgerother,id",0,ID,المعرف
account,field,"report.account.report_salepurchasejournal,id",0,ID,المعرف
account,field,"report.account.report_trialbalance,id",0,ID,المعرّف
account,field,"report.account.report_vat,id",0,ID,المعرف
account,field,"report.account.sales,id",0,ID,المعرف
account,field,"report.account_type.sales,id",0,ID,المعرّف
account,field,"report.aged.receivable,id",0,ID,المعرّف
account,field,"report.invoice.created,id",0,ID,المعرّف
account,field,"temp.range,id",0,ID,المعرف
account,field,"validate.account.move,id",0,ID,المعرف
account,field,"validate.account.move.lines,id",0,ID,المعرف
account,field,"wizard.multi.charts.accounts,id",0,ID,المعرّف
account,field,"account.journal.period,icon",0,Icon,أيقونة
account,code,addons/account/account_bank_statement.py,433,"If ""Amount Currency"" is specified, then ""Amount"" must be as well.","If ""Amount Currency"" is specified, then ""Amount"" must be as well."
account,help,"account.bank.statement,message_unread",0,If checked new messages require your attention.,عند التفعيل، يجب الانتباه الى الرسائل الجديدة
account,help,"account.invoice,message_unread",0,If checked new messages require your attention.,If checked new messages require your attention.
account,help,"account.journal,allow_date",0,"If checked, the entry won't be created if the entry date is not included into the selected period","If checked, the entry won't be created if the entry date is not included into the selected period"
account,help,"account.account.template,nocreate",0,"If checked, the new chart of accounts will not contain this by default.",لا تدرج في الدليل المحاسبي الافتراضي
account,help,"account.tax,applicable_type",0,"If not applicable (computed through a Python code), the tax won't appear on the invoice.","اذا كانت غير مطبقة (حُسبت من خلال قانون باثيون), لايمكن انت تظهر الضريبة على الفاتورة."
account,help,"account.tax.template,applicable_type",0,"If not applicable (computed through a Python code), the tax won't appear on the invoice.","اذا كانت غير مطبقة (حُسبت من خلال قانون باثيون), لايمكن انت تظهر الضريبة على الفاتورة."
account,help,"account.move.line,tax_amount",0,"If the Tax account is a tax code account, this field will contain the taxed amount.If the tax account is base tax code, this field will contain the basic amount(without tax).",إذا كان حساب الضريبة هو حساب رمز الضريبة، فهذا الحقل سيحتوي علي قيمة الضريبة. إذا كان حساب الضريبة رمز الضريبة الرئيسي، فهذا الحقل سيحتوي علي المبلغ الرئيسي (دون الضريبة).
account,help,"account.account,active",0,"If the active field is set to False, it will allow you to hide the account without removing it.","اذا تم وضع الحقل النشط لخطأ, ستسمح لك بإخفاء الحساب بدون ازالتها."
account,help,"account.analytic.journal,active",0,"If the active field is set to False, it will allow you to hide the analytic journal without removing it.",إذا كان الحقل النشط موضوع بـ لا (False)، سيسمح لك بإخفاء الحساب التحليلي دون إزالته.
account,help,"account.journal.period,active",0,"If the active field is set to False, it will allow you to hide the journal period without removing it.",إذا كان الحقل
account,help,"account.payment.term,active",0,"If the active field is set to False, it will allow you to hide the payment term without removing it.",إذا تم تعيين الحقل النشط إلى خطأ ، فإنه سيسمح لك بإخفاء مدة السداد دون إزالتها.
account,help,"account.tax,active",0,"If the active field is set to False, it will allow you to hide the tax without removing it.",إذا كان الحقل النشط به لا أو (False) سيسمح لك بإخفاء الضريبة دون إزالتها
account,help,"account.journal,group_invoice_lines",0,"If this box is checked, the system will try to group the accounting lines when generating them from invoices.","اذا تم تحديد هذه الخانة, سيحاول النظام بتجميع خطوط المحاسبة عند انشائهم من الفواتير."
account,help,"account.config.settings,module_account_accountant",0,"If you do not check this box, you will be able to do invoicing & payments, but not accounting (Journal Items, Chart of  Accounts, ...)",اذا لم تعلم هذه الخانة، ستستطيع القيام بالفوترة والدفعات، ولكن لن تستطيع القيام بالعمليات الحسابية (أصناف اليومية، الدليل الحسابي،الخ...)
account,view,account.config.settings,account.view_account_config_settings,"If you put ""%(year)s"" in the prefix, it will be replaced by the current year.","If you put ""%(year)s"" in the prefix, it will be replaced by the current year."
account,help,"res.company,tax_calculation_rounding_method",0,"If you select 'Round per Line' : for each tax, the tax amount will first be computed and rounded for each PO/SO/invoice line and then these rounded amounts will be summed, leading to the total amount for that tax. If you select 'Round Globally': for each tax, the tax amount will be computed for each PO/SO/invoice line, then these amounts will be summed and eventually this total tax amount will be rounded. If you sell with tax included, you should choose 'Round per line' because you certainly want the sum of your tax-included line subtotals to be equal to the total amount with taxes.","If you select 'Round per Line' : for each tax, the tax amount will first be computed and rounded for each PO/SO/invoice line and then these rounded amounts will be summed, leading to the total amount for that tax. If you select 'Round Globally': for each tax, the tax amount will be computed for each PO/SO/invoice line, then these amounts will be summed and eventually this total tax amount will be rounded. If you sell with tax included, you should choose 'Round per line' because you certainly want the sum of your tax-included line subtotals to be equal to the total amount with taxes."
account,help,"account.config.settings,tax_calculation_rounding_method",0,"If you select 'Round per line' : for each tax, the tax amount will first be computed and rounded for each PO/SO/invoice line and then these rounded amounts will be summed, leading to the total amount for that tax. If you select 'Round globally': for each tax, the tax amount will be computed for each PO/SO/invoice line, then these amounts will be summed and eventually this total tax amount will be rounded. If you sell with tax included, you should choose 'Round per line' because you certainly want the sum of your tax-included line subtotals to be equal to the total amount with taxes.","If you select 'Round per line' : for each tax, the tax amount will first be computed and rounded for each PO/SO/invoice line and then these rounded amounts will be summed, leading to the total amount for that tax. If you select 'Round globally': for each tax, the tax amount will be computed for each PO/SO/invoice line, then these amounts will be summed and eventually this total tax amount will be rounded. If you sell with tax included, you should choose 'Round per line' because you certainly want the sum of your tax-included line subtotals to be equal to the total amount with taxes."
account,help,"account.partner.ledger,initial_balance",0,"If you selected to filter by date or period, this field allow you to add a row to display the amount of debit/credit/balance that precedes the filter you've set.",إذا اخترت ترشيح علي حسب تاريخ أو فترة. هذا الحقل يتيح لك اضافة صف لاستعراض مبلغ  المدين/  الدائن / الرصيد والتي سبق تعيينها بالترشيح
account,help,"account.report.general.ledger,initial_balance",0,"If you selected to filter by date or period, this field allow you to add a row to display the amount of debit/credit/balance that precedes the filter you've set.",إذا اخترت ترشيح علي حسب تاريخ أو فترة. هذا الحقل يتيح لك اضافة صف لاستعراض مبلغ  المدين/  الدائن / الرصيد والتي سبق تعيينها بالترشيح
account,view,account.unreconcile.reconcile,account.account_unreconcile_reconcile_view,"If you unreconcile transactions, you must also verify all the actions that are linked to those transactions because they will not be disable","If you unreconcile transactions, you must also verify all the actions that are linked to those transactions because they will not be disable"
account,view,account.unreconcile,account.account_unreconcile_view,"If you unreconcile transactions, you must also verify all the actions that are linked to those transactions because they will not be disabled","If you unreconcile transactions, you must also verify all the actions that are linked to those transactions because they will not be disabled"
account,help,"account.invoice,payment_term",0,"If you use payment terms, the due date will be computed automatically at the generation of accounting entries. If you keep the payment term and the due date empty, it means direct payment. The payment term may compute several due dates, for example 50% now, 50% in one month.",إذا كنت تستخدم شروط السداد، سيتم احتساب تاريخ الاستحقاق تلقائيا مع عمل القيود المحاسبية. اذا حفظت شروط الدفع و تاريخ الاستحقاق فارغا، فهذا يعني الدفع مباشرةً. شروط  الدفع ربما تحسب عدة  تواريخ إستحقاق، على سبيل المثال 50٪ الأن و 50٪ في شهر واحد.
account,help,"account.invoice,date_due",0,"If you use payment terms, the due date will be computed automatically at the generation of accounting entries. The payment term may compute several due dates, for example 50% now and 50% in one month, but if you want to force a due date, make sure that the payment term is not set on the invoice. If you keep the payment term and the due date empty, it means direct payment.","If you use payment terms, the due date will be computed automatically at the generation of accounting entries. The payment term may compute several due dates, for example 50% now and 50% in one month, but if you want to force a due date, make sure that the payment term is not set on the invoice. If you keep the payment term and the due date empty, it means direct payment."
account,help,"account.journal,cash_control",0,"If you want the journal should be control at opening/closing, check this option",اذا كنت تريد التحكم باليومية عند الفتح/اللإغلاق، اختر هذا الخيار.
account,model,"account.payment.term,name",account.account_payment_term_immediate,Immediate Payment,الدفع الفورى
account,model,"account.payment.term,note",account.account_payment_term_immediate,Immediate Payment,الدفع الفورى
account,view,account.statement.from.invoice.lines,account.view_account_statement_from_invoice_lines,Import Entries,استيراد القيود
account,model,"ir.actions.act_window,name",account.action_view_account_statement_from_invoice_lines,Import Entries,إستيراد قيود
account,view,account.bank.statement,account.view_bank_statement_form,Import Invoice,استراد الفاتورة
account,view,website,account.report_partnerbalance,In dispute,متنازع عليه
account,code,addons/account/wizard/account_fiscalyear_close_state.py,54,"In order to close a fiscalyear, you must first post related journal entries.","In order to close a fiscalyear, you must first post related journal entries."
account,code,addons/account/wizard/account_period_close.py,52,"In order to close a period, you must first post related journal entries.",لكي تغلق الفتره  يجب ان تعمل قيود يوميه متعلقه بالفتره
account,code,addons/account/account_bank_statement.py,441,"In order to delete a bank statement line, you must first cancel it to delete related journal items.","In order to delete a bank statement line, you must first cancel it to delete related journal items."
account,code,addons/account/account_bank_statement.py,393,"In order to delete a bank statement, you must first cancel it to delete related journal items.","لكي يتم مسح كشف حساب بنكي, عليك أولا إلغائه لمسح البنود المتعلفة في السجل"
account,field,"account.partner.ledger,initial_balance",0,Include Initial Balances,نشمل الارصدة الابتدائية
account,field,"account.report.general.ledger,initial_balance",0,Include Initial Balances,نشمل الارصدة الابتدائية
account,field,"account.tax.template,include_base_amount",0,Include in Base Amount,إدراجها في المبلغ الرئيسي
account,field,"account.tax,include_base_amount",0,Included in base amount,شامل في المبلغ الأساسي
account,model,"account.account.type,name",account.data_account_type_income,Income,الدخل
account,model,"account.financial.report,name",account.account_financial_report_income0,Income,الدخل
account,view,account.chart.template,account.view_account_chart_template_seacrh,Income Account,حساب الدخل
account,field,"product.category,property_account_income_categ",0,Income Account,حساب الدخل
account,field,"product.template,property_account_income",0,Income Account,حساب الدخل
account,field,"account.chart.template,property_account_income",0,Income Account on Product Template,حساب الدخل في قالب المنتج
account,field,"account.chart.template,property_account_income_categ",0,Income Category Account,حساب تصنيف الدخل
account,model,"account.account.type,name",account.account_type_income_view1,Income View,عرض الدخل
account,help,"account.tax,include_base_amount",0,Indicates if the amount of tax must be included in the base amount for the computation of the next taxes,يشير إلى ما إذا كان يجب إدراج مبلغ الضريبة في كمية القاعدة لإحتساب الضرائب المقبلة
account,view,account.move,account.view_move_form,Information,معلومات
account,view,account.move.line,account.view_move_line_form,Information,معلومات
account,view,account.move.line,account.view_move_line_form2,Information,معلومات
account,view,account.move.line.reconcile.writeoff,account.account_move_line_reconcile_writeoff,Information addendum,إضافة معلومات
account,view,website,account.report_partnerledger,Initial Balance,رصيد أول المدة
account,view,website,account.report_partnerledgerother,Initial Balance,رصيد أول المدة
account,view,account.config.settings,account.view_account_config_settings,Install more chart templates,تنصيب نماذج رسوم اضافية
account,help,"account.installer,charts",0,Installs localized accounting charts to match as closely as possible the accounting needs of your company based on your country.,يقوم بتثبيت دليل محاسبي متوافق مع احتياجات مؤسستك حسب قوانين وأنظمة بلدك.
account,code,addons/account/account_bank_statement.py,698,Insufficient Configuration!,Insufficient Configuration!
account,code,addons/account/account_bank_statement.py,702,Insufficient Configuration!,Insufficient Configuration!
account,code,addons/account/account_invoice.py,512,Insufficient Data!,لا يوجد معلومات كافية!
account,code,addons/account/wizard/account_invoice_refund.py,154,Insufficient Data!,Insufficient Data!
account,view,account.entries.report,account.view_account_entries_report_search,Int.Type,ادخل النوع
account,view,product.template,account.product_template_form_view,Internal Category,التصنيف الداخلي
account,field,"account.tax.template,description",0,Internal Name,اسم داخلي
account,view,account.move,account.view_move_form,Internal Note,ملاحظة داخلية
account,field,"account.move,narration",0,Internal Note,ملاحظة داخلية
account,field,"account.move.line,narration",0,Internal Note,ملاحظة داخلية
account,field,"account.account,note",0,Internal Notes,ملاحظة داخلية
account,field,"account.journal,internal_account_id",0,Internal Transfers Account,حساب الحوالات الداخلي
account,view,account.account,account.view_account_search,Internal Type,النوع الداخلي
account,field,"account.account,type",0,Internal Type,النوع الداخلي
account,view,account.account.template,account.view_account_template_search,Internal Type,النوع الداخلي
account,field,"account.account.template,type",0,Internal Type,النوع الداخلي
account,field,"account.entries.report,type",0,Internal Type,النوع الداخلي
account,view,account.account.template,account.view_account_template_form,Internal notes...,Internal notes...
account,model,"ir.actions.report.xml,name",account.account_intracom,IntraCom,إنترا كوم
account,code,addons/account/account_bank_statement.py,392,Invalid Action!,Invalid Action!
account,code,addons/account/account_bank_statement.py,440,Invalid Action!,Invalid Action!
account,code,addons/account/wizard/account_fiscalyear_close_state.py,54,Invalid Action!,Invalid Action!
account,code,addons/account/wizard/account_period_close.py,52,Invalid Action!,Invalid Action!
account,model,"ir.actions.act_window,name",account.action_account_analytic_invert_balance,Inverted Analytic Balance,الرصيد التحليلي المعكوس
account,model,"ir.actions.report.xml,name",account.action_account_analytic_account_inverted_balance,Inverted Analytic Balance,الرصيد التحليلي المعكوس
account,view,website,account.report_invertedanalyticbalance,Inverted Analytic Balance -,رصيد تحليلي معكوس -
account,view,account.invoice,account.invoice_form,Invoice,فاتورة
account,view,account.invoice,account.invoice_supplier_form,Invoice,فاتورة
account,view,account.invoice,account.invoice_tree,Invoice,فاتورة
account,view,account.invoice,account.view_account_invoice_filter,Invoice,فاتورة
account,view,account.invoice.report,account.view_account_invoice_report_search,Invoice,فاتورة
account,field,"account.move.line,invoice",0,Invoice,فاتورة
account,code,addons/account/account_invoice.py,1023,Invoice,فاتورة
account,model,"ir.model,name",account.model_account_invoice,Invoice,فاتورة
account,model,"res.request.link,name",account.req_link_invoice,Invoice,الفاتورة
account,view,website,account.report_invoice_document,Invoice,فاتورة
account,view,account.change.currency,account.view_account_change_currency,Invoice Currency,عملة الفاتورة
account,field,"account.invoice,date_invoice",0,Invoice Date,تاريخ الفاتورة
account,field,"report.invoice.created,date_invoice",0,Invoice Date,تاريخ الفاتورة
account,view,website,account.report_invoice_document,Invoice Date:,تاريخ الفاتورة
account,view,account.invoice.line,account.view_invoice_line_form,Invoice Line,خط الفاتورة
account,view,account.invoice.line,account.view_invoice_line_tree,Invoice Line,خط الفاتورة
account,field,"account.invoice.tax,invoice_id",0,Invoice Line,خط الفاتورة
account,model,"ir.model,name",account.model_account_invoice_line,Invoice Line,خط الفاتورة
account,view,account.invoice,account.invoice_form,Invoice Lines,سطور الفاتورة
account,field,"account.invoice,invoice_line",0,Invoice Lines,سطور الفاتورة
account,field,"account.invoice,internal_number",0,Invoice Number,رقم الفاتورة
account,field,"report.invoice.created,number",0,Invoice Number,رقم الفاتورة
account,sql_constraint,account.invoice,0,Invoice Number must be unique per Company!,رقم الفاتورة يجب أن يكون فريداً داخل المشأة !
account,field,"account.invoice,reference",0,Invoice Reference,مرجع الفاتورة
account,field,"account.invoice.line,invoice_id",0,Invoice Reference,مرجع الفاتورة
account,model,"ir.model,name",account.model_account_invoice_refund,Invoice Refund,مرتجع فاتورة
account,field,"account.invoice.report,state",0,Invoice Status,حالة الفاتورة
account,view,account.analytic.line,account.view_account_analytic_line_filter,Invoice Tasks by Month,Invoice Tasks by Month
account,model,"ir.model,name",account.model_account_invoice_tax,Invoice Tax,ضريبة الفاتورة
account,field,"account.tax,account_collected_id",0,Invoice Tax Account,الحساب الضريبي للفاتورة
account,field,"account.tax.template,account_collected_id",0,Invoice Tax Account,الحساب الضريبي للفاتورة
account,field,"account.tax,account_analytic_collected_id",0,Invoice Tax Analytic Account,حساب تحليلي لضريبة فاتورة
account,code,addons/account/wizard/account_state_open.py,38,Invoice is already reconciled.,الفاتورة قد تم تسويتها مسبقا
account,code,addons/account/account_invoice.py,576,Invoice line account's company and invoice's company does not match.,Invoice line account's company and invoice's company does not match.
account,view,account.invoice,account.invoice_supplier_form,Invoice lines,سطور الفاتورة
account,model,"mail.message.subtype,description",account.mt_invoice_paid,Invoice paid,تم دفع الفاتورة
account,code,addons/account/account_invoice.py,1199,Invoice partially paid: %s%s of %s%s (%s%s remaining).,فاتورة مدفوعة جزئياً: %s%s من %s%s (%s%s متبقي).
account,code,addons/account/account_invoice.py,1650,Invoice sent,Invoice sent
account,field,"account.config.settings,sale_sequence_prefix",0,Invoice sequence,مسلسل الفاتورة
account,model,"mail.message.subtype,description",account.mt_invoice_validated,Invoice validated,تم تأكيد الفاتورة
account,model,"email.template,report_name",account.email_template_edi_invoice,"Invoice_${(object.number or '').replace('/','_')}_${object.state == 'draft' and 'draft' or ''}","Invoice_${(object.number or '').replace('/','_')}_${object.state == 'draft' and 'draft' or ''}"
account,view,account.invoice.report,account.view_account_invoice_report_search,Invoiced,مفوتر
account,view,res.partner,account.partner_view_buttons,Invoiced,مفوتر
account,view,account.invoice,account.view_account_invoice_filter,Invoices,الفواتير
account,view,account.invoice,account.view_invoice_graph,Invoices,الفواتير
account,view,account.invoice,account.view_invoice_line_calendar,Invoices,الفواتير
account,field,"account.statement.from.invoice.lines,line_ids",0,Invoices,الفواتير
account,view,account.tax,account.view_tax_form,Invoices,الفواتير
account,view,account.tax.template,account.view_account_tax_template_form,Invoices,الفواتير
account,selection,"account.vat.declaration,based_on",0,Invoices,الفواتير
account,model,"ir.actions.act_window,name",account.action_invoice_refund_out_tree,Invoices,الفواتير
account,model,"ir.actions.act_window,name",account.action_invoice_tree,Invoices,الفواتير
account,model,"ir.actions.report.xml,name",account.account_invoices,Invoices,الفواتير
account,view,report.invoice.created,account.board_view_created_invoice,Invoices,الفواتير
account,field,"res.partner,invoice_ids",0,Invoices,الفواتير
account,view,account.invoice.report,account.view_account_invoice_report_graph,Invoices Analysis,تحليل الفواتير
account,view,account.invoice.report,account.view_account_invoice_report_search,Invoices Analysis,تحليل الفواتير
account,model,"ir.actions.act_window,name",account.action_account_invoice_report_all,Invoices Analysis,تحليل الفواتير
account,model,"ir.ui.menu,name",account.menu_action_account_invoice_report_all,Invoices Analysis,تحليل الفواتير
account,model,"ir.actions.act_window,name",account.action_view_created_invoice_dashboard,Invoices Created Within Past 15 Days,الفواتير التي تم إنشاؤها خلال 15 يوماً الماضية
account,model,"ir.model,name",account.model_account_invoice_report,Invoices Statistics,إحصائيات الفواتير
account,model,"ir.ui.menu,name",account.periodical_processing_invoicing,Invoicing,الفواتير
account,model,"res.groups,name",account.group_account_invoice,Invoicing & Payments,الفواتير و المدفوعات
account,field,"account.bank.statement,message_is_follower",0,Is a Follower,هل هو متابع
account,field,"account.invoice,message_is_follower",0,Is a Follower,هل هو متابع
account,help,"account.move.reconcile,opening_reconciliation",0,Is this reconciliation produced by the opening of a new fiscal year ?.,Is this reconciliation produced by the opening of a new fiscal year ?.
account,help,"account.journal,default_credit_account_id",0,It acts as a default account for credit amount,وهي تعمل كحساب افتراضي لكمية بطاقة الائتمان
account,help,"account.journal,default_debit_account_id",0,It acts as a default account for debit amount,وهو يمثل كحساب افتراضي لمبلغ المدين
account,help,"account.partner.ledger,amount_currency",0,It adds the currency column on report if the currency differs from the company currency.,تقوم باضافة خانة العملة في التقرير اذا كانت العملة مختلفة عن العملة الافتراضية للشركة.
account,help,"account.report.general.ledger,amount_currency",0,It adds the currency column on report if the currency differs from the company currency.,تقوم باضافة خانة العملة في التقرير اذا كانت العملة مختلفة عن العملة الافتراضية للشركة.
account,help,"account.invoice,reconciled",0,It indicates that the invoice has been paid and the journal entry of the invoice has been reconciled with one or several journal entries of payment.,يوضح هذا ان الفاتوره تم دفعها والقيود اليوميه للفاتوره تكون متطابقه مع واحده وعدة قيود يوميه من الدفع
account,help,"account.invoice,sent",0,It indicates that the invoice has been sent.,هذا يشير أن الفاتورة قد تم ارسالها.
account,code,addons/account/static/src/xml/account_bank_statement_reconciliation.xml,43,It took you,It took you
account,selection,"account.financial.report,style_overwrite",0,Italic Text (smaller),نص مائل (أصغر)
account,view,website,account.report_analyticcostledger,J.C. /Move,J.C. /Move
account,view,website,account.report_analyticcostledgerquantity,J.C./Move,J.C./Move
account,view,website,account.report_generalledger,JRNL,اليومية
account,view,website,account.report_partnerledger,JRNL,اليومية
account,view,website,account.report_partnerledgerother,JRNL,اليومية
account,selection,"report.account.sales,month",0,January,يناير / كانون الثاني
account,selection,"report.account_type.sales,month",0,January,يناير / كانون الثاني
account,view,account.analytic.line,account.view_account_analytic_line_filter,Journal,اليومية
account,field,"account.automatic.reconcile,journal_id",0,Journal,اليومية
account,view,account.bank.statement,account.view_account_bank_statement_filter,Journal,اليومية
account,view,account.bank.statement,account.view_bank_statement_search,Journal,اليومية
account,field,"account.bank.statement,journal_id",0,Journal,اليومية
account,field,"account.bank.statement.line,journal_id",0,Journal,اليومية
account,view,account.entries.report,account.view_account_entries_report_search,Journal,اليومية
account,field,"account.entries.report,journal_id",0,Journal,اليومية
account,field,"account.invoice,journal_id",0,Journal,اليومية
account,field,"account.invoice.report,journal_id",0,Journal,اليومية
account,view,account.journal,account.view_account_journal_search,Journal,اليومية
account,field,"account.journal.cashbox.line,journal_id",0,Journal,اليومية
account,field,"account.journal.period,journal_id",0,Journal,اليومية
account,view,account.model,account.view_model_search,Journal,اليومية
account,field,"account.model,journal_id",0,Journal,اليومية
account,view,account.move,account.view_account_move_filter,Journal,اليومية
account,field,"account.move,journal_id",0,Journal,اليومية
account,field,"account.move.bank.reconcile,journal_id",0,Journal,اليومية
account,view,account.move.line,account.view_account_move_line_filter,Journal,اليومية
account,field,"account.move.line,journal_id",0,Journal,اليومية
account,code,addons/account/static/src/xml/account_bank_statement_reconciliation.xml,163,Journal,اليومية
account,view,analytic.entries.report,account.view_analytic_entries_report_search,Journal,اليومية
account,field,"analytic.entries.report,journal_id",0,Journal,اليومية
account,model,"ir.actions.report.xml,name",account.action_report_account_journal,Journal,يومية
account,model,"ir.actions.report.xml,name",account.action_report_account_salepurchasejournal,Journal,يومية
account,model,"ir.model,name",account.model_account_journal,Journal,يومية
account,field,"validate.account.move,journal_ids",0,Journal,اليومية
account,view,website,account.report_journal,Journal,اليومية
account,selection,"account.report.general.ledger,sortby",0,Journal & Partner,اليومية و الشريك
account,code,addons/account/static/src/xml/account_move_line_quickadd.xml,14,Journal :,اليومية :
account,field,"account.analytic.journal,code",0,Journal Code,رمز اليومية
account,view,account.bank.statement,account.view_bank_statement_form2,Journal Entries,قيود اليومية
account,view,account.move,account.view_account_move_tree,Journal Entries,قيود اليومية
account,view,account.move,account.view_move_tree,Journal Entries,قيود اليومية
account,model,"ir.actions.act_window,name",account.action_move_journal_line,Journal Entries,قيود اليومية
account,model,"ir.ui.menu,name",account.menu_action_move_journal_line_form,Journal Entries,قيود اليومية
account,model,"ir.ui.menu,name",account.menu_finance_entries,Journal Entries,قيود اليومية
account,view,account.move,account.view_account_move_filter,Journal Entries by Month,قيود اليومية حسب الشهر
account,view,account.move,account.view_account_move_filter,Journal Entries to Review,لاستعراض قيود اليومية
account,view,account.entries.report,account.view_account_entries_report_search,Journal Entries with period in current period,قيود اليومية  بفترات خاصة الفترة الحالية
account,view,account.entries.report,account.view_account_entries_report_search,Journal Entries with period in current year,قيود اليومية مع فترة في العام الحالي
account,field,"account.bank.statement.line,journal_entry_id",0,Journal Entry,قيد يومية
account,field,"account.invoice,move_id",0,Journal Entry,قيد يومية
account,field,"account.invoice,move_name",0,Journal Entry,قيد يومية
account,field,"account.move.line,move_id",0,Journal Entry,قيد يومية
account,view,account.model,account.view_model_form,Journal Entry Model,نموذج قيد اليومية
account,view,account.model,account.view_model_search,Journal Entry Model,نموذج قيد اليومية
account,view,account.model,account.view_model_tree,Journal Entry Model,نموذج قيد اليومية
account,view,account.model.line,account.view_model_line_form,Journal Entry Model Line,سطر نموذج قيد اليومية
account,view,account.model.line,account.view_model_line_tree,Journal Entry Model Line,سطر نموذج قيد اليومية
account,selection,"account.print.journal,sort_selection",0,Journal Entry Number,رقم قيد اليومية
account,view,website,account.report_journal,Journal Entry Number,رقم قيد اليومية
account,view,website,account.report_salepurchasejournal,Journal Entry Number,رقم قيد اليومية
account,view,account.move.reconcile,account.view_move_reconcile_form,Journal Entry Reconcile,تسوية اليومية
account,view,account.move,account.view_move_form,Journal Item,عنصر يومية
account,view,account.move.line,account.view_move_line_form,Journal Item,عنصر يومية
account,view,account.move.line,account.view_move_line_form2,Journal Item,عنصر يومية
account,code,addons/account/account_move_line.py,914,Journal Item '%s' (id: %s) cannot be used in a reconciliation as it is not balanced!,Journal Item '%s' (id: %s) cannot be used in a reconciliation as it is not balanced!
account,code,addons/account/account_move_line.py,910,"Journal Item '%s' (id: %s), Move '%s' is already reconciled!","Journal Item '%s' (id: %s), Move '%s' is already reconciled!"
account,view,account.bank.statement,account.view_bank_statement_form,Journal Items,عناصر اليومية
account,view,account.move,account.view_move_form,Journal Items,عناصر اليومية
account,view,account.move.line,account.view_move_line_tree,Journal Items,عناصر اليومية
account,code,addons/account/account_bank_statement.py,405,Journal Items,عناصر اليومية
account,model,"ir.actions.act_window,name",account.act_account_journal_2_account_move_line,Journal Items,عناصر اليومية
account,model,"ir.actions.act_window,name",account.act_account_move_to_account_move_line_open,Journal Items,عناصر اليومية
account,model,"ir.actions.act_window,name",account.action_account_items,Journal Items,عناصر اليومية
account,model,"ir.actions.act_window,name",account.action_account_moves_all_a,Journal Items,عناصر اليومية
account,model,"ir.actions.act_window,name",account.action_account_moves_all_tree,Journal Items,عناصر اليومية
account,model,"ir.actions.act_window,name",account.action_move_line_select,Journal Items,عناصر اليومية
account,model,"ir.actions.act_window,name",account.action_tax_code_items,Journal Items,عناصر اليومية
account,model,"ir.actions.act_window,name",account.action_tax_code_line_open,Journal Items,عناصر اليومية
account,model,"ir.model,name",account.model_account_move_line,Journal Items,عناصر اليومية
account,model,"ir.ui.menu,name",account.menu_action_account_moves_all,Journal Items,عناصر اليومية
account,view,res.partner,account.partner_view_button_journal_item_count,Journal Items,عناصر اليومية
account,field,"res.partner,journal_item_count",0,Journal Items,عناصر اليومية
account,model,"ir.model,name",account.model_account_entries_report,Journal Items Analysis,تحليل عناصر اليومية
account,view,account.move.line,account.view_move_line_tree_reconcile,Journal Items to Reconcile,القيود اليومية المراد تسويتها
account,model,"ir.actions.act_window,name",account.action_account_manual_reconcile,Journal Items to Reconcile,القيود اليومية المراد تسويتها
account,field,"account.analytic.journal,name",0,Journal Name,اسم اليومية
account,field,"account.journal,name",0,Journal Name,اسم اليومية
account,view,website,account.report_generaljournal,Journal Name,اسم اليومية
account,model,"ir.model,name",account.model_account_journal_period,Journal Period,فترة السجل
account,view,account.journal.select,account.open_journal_button_view,Journal Select,اختيار اليومية
account,help,"account.journal,analytic_journal_id",0,Journal for analytic entries,دفتر اليومية للقيود التحليلية
